iter	RMSE
398	0.1241535098
399	0.1241382563
400	0.1241214217
401	0.1241021321
402	0.1240910027
403	0.1240732072
404	0.124061471
405	0.1240445942
406	0.1240285658
407	0.1240214321
408	0.1240065969
409	0.123986201
410	0.1239738844
411	0.1239642544
412	0.1239535352
413	0.123931062
414	0.1239226667
415	0.1239130273
416	0.1238901225
417	0.1238821803
418	0.1238713256
419	0.1238569529
420	0.1238504226
421	0.1238401825
422	0.1238250714
423	0.1238038334
424	0.1237832475
425	0.1237724848
426	0.1237513943
427	0.123739216
428	0.1237273594
429	0.1237185804
430	0.1236979564
431	0.1236836775
432	0.1236657666
433	0.1236510792
434	0.1236346743
435	0.1236293799
436	0.1236211323
437	0.1236073451
438	0.1235933761
439	0.1235797913
440	0.1235663166
441	0.1235576901
442	0.1235453271
443	0.1235313823
444	0.1235238579
445	0.123502988
446	0.123477159
447	0.1234700993
448	0.1234454399
449	0.1234301641
450	0.1234172783
451	0.1234129564
452	0.1233977941
453	0.1233818458
454	0.123373941
455	0.1233578677
456	0.1233445056
457	0.1233368551
458	0.1233139855
459	0.1232950278
460	0.1232738154
461	0.1232648632
462	0.1232526426
463	0.1232430246
464	0.1232307145
465	0.1232256013
466	0.1232062751
467	0.1231986661
468	0.1231930968
469	0.123187143
470	0.123177701
471	0.1231666395
472	0.1231442767
473	0.1231347335
474	0.1231255671
475	0.123109909
476	0.1230964509
477	0.1230855239
478	0.1230635338
479	0.1230444354
480	0.1230302263
481	0.1230221088
482	0.1230057839
483	0.1229897923
484	0.1229810309
485	0.1229691518
486	0.1229604848
487	0.1229480739
488	0.1229380315
489	0.1229289467
490	0.1229181151
491	0.1229058604
492	0.1228976994
493	0.1228790894
494	0.1228718783
495	0.1228594698
496	0.1228455529
497	0.1228309668
498	0.1228199941
499	0.1228149264
500	0.1228052996
501	0.1227873322
502	0.1227663692
503	0.1227581943
504	0.1227407725
505	0.1227242376
506	0.1227195689
507	0.1227104781
508	0.1226893543
509	0.1226794301
510	0.1226695841
511	0.1226608962
512	0.1226488492
513	0.1226413683
514	0.1226264111
515	0.1226119266
516	0.122601811
517	0.1225948688
518	0.122587334
519	0.1225790314
520	0.1225568906
521	0.1225437062
522	0.1225194714
523	0.1225087242
524	0.1225013362
525	0.122493407
526	0.1224799626
527	0.1224732958
528	0.1224539064
529	0.1224464525
530	0.1224410083
531	0.1224212742
532	0.1224093939
533	0.1224002114
534	0.122386667
535	0.1223623872
536	0.1223422607
537	0.1223323146
538	0.1223155496
539	0.122310423
540	0.1222875581
541	0.1222673074
542	0.1222550223
543	0.1222421335
544	0.1222349263
545	0.1222270584
546	0.1222101152
547	0.1221937376
548	0.1221900877
549	0.1221816291
550	0.1221707657
551	0.1221642135
552	0.1221456054
553	0.1221231899
554	0.1221113092
555	0.1221028415
556	0.1220973077
557	0.1220917272
558	0.1220811246
559	0.122070636
560	0.1220570274
561	0.1220498744
562	0.1220408492
563	0.1220335789
564	0.1220243624
565	0.1220074774
566	0.1219965031
567	0.1219906739
568	0.121972388
569	0.1219635595
570	0.1219530505
571	0.1219444796
572	0.1219386032
573	0.1219255219
574	0.1219100911
575	0.1218973332
576	0.1218686909
577	0.1218577815
578	0.1218479248
579	0.1218288486
580	0.1218101697
581	0.1217924689
582	0.1217795896
583	0.1217642153
584	0.1217477211
585	0.1217388513
586	0.1217267018
587	0.1217119552
588	0.1217007957
589	0.1216911916
590	0.12168295
591	0.1216739229
592	0.1216619415
593	0.1216468574
594	0.1216344478
595	0.1216215573
596	0.1216158641
597	0.121608354
598	0.1215883538
599	0.1215808609
600	0.121566327
601	0.1215479247
602	0.1215338368
603	0.1215186001
604	0.1215116461
605	0.121489957
606	0.1214755793
607	0.121464754
608	0.1214570848
609	0.1214392845
610	0.1214344156
611	0.1214220784
612	0.1214007743
613	0.1213935565
614	0.1213892836
615	0.1213720815
616	0.1213638502
617	0.1213437396
618	0.121336895
619	0.1213259003
620	0.1213162729
621	0.1213092762
622	0.1212876503
623	0.1212727893
624	0.1212645909
625	0.1212590633
626	0.12125024
627	0.1212395691
628	0.1212330577
629	0.1212254368
630	0.1212169925
631	0.1212085106
632	0.1211939245
633	0.1211873319
634	0.1211776827
635	0.1211661582
636	0.1211585386
637	0.1211503904
638	0.1211390444
639	0.1211251403
640	0.1211078606
641	0.1210956191
642	0.1210867691
643	0.121075346
644	0.1210542894
645	0.1210301188
646	0.1210145396
647	0.1209968542
648	0.1209826141
649	0.1209754576
650	0.1209654583
651	0.1209560995
652	0.1209494186
653	0.1209433345
654	0.120937288
655	0.1209258522
656	0.1209178378
657	0.1209030548
658	0.1208947292
659	0.1208840037
660	0.1208785676
661	0.1208681297
662	0.120857458
663	0.1208385884
664	0.1208302002
665	0.1208193484
666	0.1208099235
667	0.1208056398
668	0.1207996094
669	0.1207937514
670	0.1207872091
671	0.1207742647
672	0.120762398
673	0.1207506891
674	0.1207397029
675	0.1207320952
676	0.1207178077
677	0.120711209
678	0.120701884
679	0.1206916566
680	0.1206825108
681	0.1206755834
682	0.1206659168
683	0.1206598982
684	0.1206485021
685	0.12063885
686	0.1206312535
687	0.1206158967
688	0.1206025175
689	0.1205873525
690	0.1205742586
691	0.1205702931
692	0.1205632207
693	0.1205551846
694	0.1205470416
695	0.1205381327
696	0.1205292741
697	0.1205230661
698	0.1205143159
699	0.1205063084
700	0.1204980999
701	0.1204917928
702	0.1204760649
703	0.1204535568
704	0.1204462001
705	0.1204300265
706	0.1204193673
707	0.1204092053
708	0.1204009372
709	0.1203907821
710	0.1203788871
711	0.1203716036
712	0.120367846
713	0.1203592377
714	0.1203508813
715	0.1203350239
716	0.1203263136
717	0.1203151832
718	0.1203105026
719	0.1203005019
720	0.1202959214
721	0.120290257
722	0.120282448
723	0.1202763653
724	0.1202682917
725	0.1202606746
726	0.1202524482
727	0.1202408259
728	0.1202346738
729	0.1202211237
730	0.1202136294
731	0.1202021098
732	0.1201984266
733	0.1201865366
734	0.120178017
735	0.1201730377
736	0.1201669442
737	0.1201441219
738	0.1201314763
739	0.1201225324
740	0.1201166113
741	0.1201040502
742	0.1200967635
743	0.1200752482
744	0.120067297
745	0.1200578654
746	0.1200525164
747	0.1200466137
748	0.1200390206
749	0.1200289576
750	0.1200237525
751	0.1200165845
752	0.1200119902
753	0.1200044963
754	0.1199854526
755	0.1199788611
756	0.1199703183
757	0.1199525257
758	0.1199431409
759	0.119938775
760	0.1199315292
761	0.1199261726
762	0.1199081019
763	0.1198932252
764	0.1198783207
765	0.1198732283
766	0.1198603301
767	0.1198479067
768	0.1198388539
769	0.1198293025
770	0.1198223756
771	0.1198128363
772	0.1198027612
773	0.1197882106
774	0.1197734852
775	0.1197651931
776	0.1197602421
777	0.1197524857
778	0.1197446093
779	0.1197357913
780	0.1197224108
781	0.1197172378
782	0.1197022424
783	0.1196901426
784	0.1196808346
785	0.1196714644
786	0.1196586275
787	0.1196515203
788	0.1196312018
789	0.1196205217
790	0.1196144687
791	0.119604992
792	0.1195891354
793	0.1195805763
794	0.1195621318
795	0.1195447035
796	0.1195397682
797	0.1195321315
798	0.1195239185
799	0.1195106345
800	0.1195064565
801	0.1194898367
802	0.119476925
803	0.1194656172
804	0.1194534716
805	0.1194416746
806	0.119428172
807	0.1194216014
808	0.1194163731
809	0.1194054001
810	0.1193950235
811	0.119387696
812	0.1193853311
813	0.1193762083
814	0.1193631642
815	0.1193521966
816	0.119343526
817	0.1193318006
818	0.1193249391
819	0.119308638
820	0.1192977345
821	0.1192874264
822	0.1192744313
823	0.1192708539
824	0.1192533663
825	0.1192377019
826	0.119230487
827	0.1192240901
828	0.1192179431
829	0.1192091822
830	0.119201142
831	0.119192754
832	0.1191874055
833	0.1191819195
834	0.1191654916
835	0.1191543828
836	0.1191444514
837	0.119133642
838	0.119128741
839	0.1191225845
840	0.1191180317
841	0.119110367
842	0.119103557
843	0.1190803927
844	0.1190753686
845	0.1190579864
846	0.1190438017
847	0.1190333698
848	0.1190261505
849	0.1190181903
850	0.1190147978
851	0.1190029197
852	0.1189940037
853	0.118990098
854	0.1189752682
855	0.1189687492
856	0.1189580771
857	0.1189426038
858	0.1189387473
859	0.1189272392
860	0.1189234403
861	0.1189176952
862	0.1189104536
863	0.1189061208
864	0.1188958313
865	0.1188845535
866	0.1188699651
867	0.1188626886
868	0.1188592647
869	0.1188564452
870	0.1188397101
871	0.1188273634
872	0.1188206754
873	0.1188135497
874	0.1188084842
875	0.1188015753
876	0.118793372
877	0.1187765063
878	0.118769101
879	0.1187625959
880	0.1187549777
881	0.1187460624
882	0.1187363357
883	0.1187289462
884	0.1187221603
885	0.1187154005
886	0.118699539
887	0.1186948089
888	0.1186844901
889	0.1186741297
890	0.1186675835
891	0.1186629653
892	0.1186548873
893	0.1186410836
894	0.118635442
895	0.1186304299
896	0.1186139611
897	0.1186050597
898	0.1185998373
899	0.1185947581
900	0.1185880269
901	0.1185838784
902	0.1185746048
903	0.1185642111
904	0.1185610996
905	0.1185562895
906	0.1185491559
907	0.1185366759
908	0.1185318131
909	0.118526612
910	0.1185055265
911	0.1185007103
912	0.1184966419
913	0.1184899432
914	0.1184858157
915	0.1184801376
916	0.1184644224
917	0.1184611416
918	0.1184538703
919	0.1184448723
920	0.1184372911
921	0.1184205059
922	0.1184159541
923	0.1184059695
924	0.1184011568
925	0.1183902629
926	0.1183852817
927	0.1183800858
928	0.1183646408
929	0.1183568653
930	0.1183412078
931	0.1183322938
932	0.1183246551
933	0.1183175882
934	0.1183064528
935	0.1182879829
936	0.1182724109
937	0.1182702505
938	0.118256907
939	0.1182471878
940	0.1182327719
941	0.1182191128
942	0.118212971
943	0.1182044215
944	0.1181947423
945	0.1181807646
946	0.1181752243
947	0.1181621867
948	0.1181541003
949	0.1181435478
950	0.118125959
951	0.1181202233
952	0.1181166918
953	0.1181062537
954	0.1181025453
955	0.1180933993
956	0.1180891389
957	0.1180824034
958	0.1180777422
959	0.1180655883
960	0.1180595165
961	0.1180509078
962	0.1180450078
963	0.1180374642
964	0.1180257234
965	0.1180210688
966	0.1180162048
967	0.1180056573
968	0.1179986792
969	0.1179919498
970	0.1179875138
971	0.1179788938
972	0.1179701474
973	0.1179644894
974	0.1179604128
975	0.1179466671
976	0.1179324167
977	0.1179289515
978	0.1179218512
979	0.11791241
980	0.1179043344
981	0.1178973884
982	0.1178774969
983	0.1178718755
984	0.1178656944
985	0.1178595827
986	0.1178522279
987	0.1178478228
988	0.1178406773
989	0.1178346261
990	0.1178317342
991	0.117825995
992	0.1178197883
993	0.1178144671
994	0.1178088587
995	0.1178017515
996	0.1177939834
997	0.1177851362
998	0.1177766065
999	0.1177690869
