kf_job_reference,project_id,property_age,roof_type,walls_construction_type,windows_glazing,property_type,final_floor_insulation_type,final_walls_depth,property_floor_type,roof_insulation_thickness,ashp_survey_total_property_heatloss_w,ashp_survey_total_floor_area_sqm
J-A5CF8FAE,8c56ece8-7ebe-46dc-b810-07f762633deb,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,9156,150.2
J-25921A28,ca75161f-10f9-4386-bf01-5a1c625603fc,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,12277,124.8
J-E49AC90D,5ea222f6-ae9f-478f-b1e7-0be146449d62,null,null,null,null,null,null,null,null,null,7748,120.9
J-46F2836B,13b3ff04-1d7a-481c-8819-b09a1d1d5eaf,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,10801,173.6
J-AF1A3793,a4f7a7ad-a4f9-4425-b52c-bba007e71b45,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,5711,177.7
J-8FD08BEB,fe1c64de-bf1d-405e-901a-8fe122b2f85e,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_25,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,13262,270.5
J-C5CACA9C,b2783f94-3a9f-4981-9810-3d3c90bcecf8,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,13481,116.6
J-77F8BB1C,2ad4515d-42fb-4ba6-aa28-e27fba08bd8f,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_343,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,19790,218.9
J-80684D06,1fb92bac-74d4-4f59-b18a-9f0fbe6d8526,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6252,71.6
J-F20E26AD,38aab0bf-5c99-4296-bcab-3970a85ec2d0,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_SINGLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,5786,136.8
J-8E764582,58ea3455-c932-4c0f-8d54-23761bda7113,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,4283,115.0
J-435CABD3,8ad3e86b-8e30-4fc7-a26f-58f55062c3ae,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6802,100.3
J-77C94C30,c425dcbe-488f-410b-a906-bb2fd5c33940,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_610,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,11266,138.3
J-B758A297,e6d3c170-e1cc-43f1-9255-f7961205843a,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,10911,184.1
J-7FA6DD98,dc1753f6-9b33-4e30-8790-a0889914b169,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,5398,117.4
J-C908BBCA,acce8028-beff-45b4-84f0-f4a2a3253bab,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_0,6791,61.3
J-1D91AAE7,76a8180e-90fb-4eef-abbe-d97f397e7a83,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,9162,90.0
J-C9F8B44C,140fb5a4-082a-46f0-8485-0849fd116046,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,10572,167.5
J-410478A0,f9d736f6-af19-4a43-b624-4ab861f9f628,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,4165,115.7
J-47E52D3E,414aef33-cf76-4758-aa03-3dfbe08db666,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,13599,236.3
J-6F8BB4DD,90da8dc1-b953-49d9-ac4c-6b194cd14db7,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,4449,80.4
J-D5AE6B47,b0149637-8948-49fc-9275-0e19d93ffecd,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,9318,143.7
J-2BFEFFD6,92a9211b-248a-4b76-adc7-b8fe4f295376,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,8592,122.0
J-77ED24A4,ffa5ed4e-302c-48ab-8f6f-00cf8ba5853c,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_25,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,11497,217.5
J-4EBAA516,79d94d01-04bf-47fb-90cf-ebe990326e47,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,9528,96.0
J-B922A480,8e11d063-2736-4a68-9f7b-33f87876aa62,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,3964,79.6
J-6401F3EE,02614cac-e3c3-4c20-a8d9-81bfb1046fcf,null,null,null,null,null,null,null,null,null,16494,177.3
J-24458DFC,1717f678-05c4-491a-8e51-fa408d7c4728,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_457,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,12110,141.2
J-9E81FB0E,3fa13aaf-65e9-465b-a545-3894be7d9551,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,7193,114.0
J-AC8EB800,f5f93624-fa3d-48a5-bffd-04dd352c4663,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,13734,242.7
J-0F5B4733,e96b7b9c-80be-4561-99a7-b1f51bd90724,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,7636,121.1
J-F95311DF,656c70a0-064e-4498-9cfe-449dccfa5395,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,9762,177.3
J-F36ACA09,cf366b18-cb32-4e58-9c24-9f17ed00253f,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,7070,104.2
J-B882D472,df776b74-0548-4311-bda6-8261abddb178,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,8560,117.9
J-F7439CEC,588edf61-085c-44e4-80ef-e0f28810ba2f,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6275,104.2
J-8CFC3D43,73030129-00f3-4057-9839-70e639b4e4af,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6473,88.4
J-939DEDF5,ccd0047a-e135-464b-aad0-a326a2554a2e,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,4130,84.9
J-09C08AEE,4dc986df-e614-474b-b079-727afc436658,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,2813,56.3
J-1603AB80,e7bc2148-b4bd-47cd-b259-8e6bcbbff2dc,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6261,98.0
J-74D73904,6617ff91-7c42-43fb-8499-b115c98fbc32,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,3863,71.0
