kf_job_reference,project_id,property_age,roof_type,walls_construction_type,windows_glazing,property_type,final_floor_insulation_type,final_walls_depth,property_floor_type,roof_insulation_thickness,ashp_survey_total_property_heatloss_w,ashp_survey_total_floor_area_sqm
J-666D1A57,e8ca90ac-2413-4e20-bec4-8a3bfd08a69b,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6885,122.2
J-D3FF880E,65962d51-b9a1-48e5-aa5e-2af977f87862,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,3049,94.3
J-F6D2B97F,a75dd556-8a72-4427-aad3-23b454859a3a,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,18156,254.2
J-2D368479,88ff7b21-e704-4179-953a-f5e9c721d823,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,10474,131.7
J-124D6C08,e1783952-1302-4e75-a21c-72fc32553a3a,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,7057,109.3
J-C77EB020,6ae3005a-a2ec-4dfc-bb76-3fe46c76211f,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,5594,85.4
J-C14ADFD9,4854ee8e-d991-4d7e-bda2-eb55773a096a,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,5880,128.4
J-CC9248FF,e61fffa2-47d2-4da3-a5f4-d8d963d60077,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_75,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,11172,228.0
J-B20D53FF,a7581df7-74d0-47f2-850b-3d2fd745c4e0,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,4735,131.5
J-B48BF642,c8814a82-3f85-4c97-a6a1-9d7ae9aa7c3a,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_343,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,7149,78.3
J-CB111C21,c86d0230-3fc0-4a89-a583-e15be034b81a,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,7225,107.4
J-060F6036,e6c20db3-301f-4acf-adf4-8ee9e3f7264b,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,8382,144.6
J-FD3EE2D8,c883db8f-e47a-4dfe-81c4-22932ec79d3d,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_50,10958,170.4
J-C142797C,b638b5f5-0b98-415b-a401-810b9c9d1c8e,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,6777,112.5
J-BE8F8125,a8666ba4-262e-4185-8f7e-b9dc5349589c,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,5504,129.5
J-B9263322,ec69a7e5-4081-460d-96d2-0694aafc6b65,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,8421,198.6
J-BCDCBEA7,cdf281a1-1bec-4aef-af66-427e5503ced0,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6221,86.3
J-865BC2C7,deebd5ae-712e-4997-b629-4c3eb5658c2e,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,7530,135.4
J-5C0D867F,4c901f26-79aa-4470-ba06-8666584ec317,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6421,104.2
J-E73F479F,1e3f4e69-7c44-4ba9-8ce1-25cbe6013849,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,10515,105.3
J-45E98AA6,980f410d-fb35-4edc-80ab-3d8ac26be08c,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_25,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6522,105.1
J-31BE160B,b3aca011-5f8f-4963-9337-de09b74a8da4,null,null,null,null,null,null,null,null,null,3378,78.5
J-C067D68E,687006f5-a1b8-414a-8eb2-5b40e18f8189,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,null,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,8515,101.7
J-407269CC,ead4fb39-d01d-4875-83e7-15d5393f35ad,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,2317,40.6
J-20FC1EDE,58a86b23-0e51-43fd-bfe8-e0aa4717799d,null,null,null,null,null,null,null,null,null,24664,282.9
J-D2A5C185,60df5fd0-0819-484b-b69e-628e298b6492,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,10101,170.0
J-54FDA735,3667f239-3453-439d-8737-38651d71da03,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,5360,81.3
J-5A7E13C8,140dc5da-3f74-40ee-aae0-77b58164252b,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6574,112.7
J-ACCFFB5B,86b04d65-1838-4da4-9d27-434f914701b8,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,null,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,11425,135.6
J-681ED0A1,8afdff18-9f45-4b6c-8b7b-bb9fd028296f,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,9793,167.8
J-A57C9B9B,ea27a322-fbc5-4102-bcbe-05816ffc8123,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,8235,148.0
J-889DEE19,f9fb8ae7-85f0-4d7c-b8f5-8cc4db50dac4,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6689,117.5
J-8F963139,345e9916-a150-46d8-915c-51007609d555,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_50,6174,62.9
J-889DDBC9,b8964212-a1ae-42c8-a13f-d8b8acfba8f0,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_BETWEEN_290_310,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,6531,102.5
J-37C98BE2,2e4a8c3b-00bb-4d7a-bb60-ad81db5b6e81,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_FLAT,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,11716,111.8
J-33B34AFF,6fc1d378-7751-4608-84ab-206a41d0486c,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,6829,76.0
J-5ED979B3,d50c07db-6f46-4312-a3e1-169b0f1434bf,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,null,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,7885,121.2
J-F8EEACE3,e6e0a02f-0b34-4a8b-9eb1-e2a802ba70b6,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,2795,79.9
J-1804E25E,42c1edc1-da40-45e1-978d-7469618c534e,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,11177,134.8
J-66269140,fcfec5da-c26b-41a3-8a6f-070e7514a868,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_TRIPLE_LOW_E,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_75,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,2929,85.3
