kf_job_reference,project_id,property_age,roof_type,walls_construction_type,windows_glazing,final_floor_insulation_type,final_walls_depth,property_floor_type,roof_insulation_thickness,walls_insulation,wall_insulation_mm,epc_loft_insulation_impact,ashp_survey_total_property_heatloss_w,ashp_survey_total_floor_area_sqm
J-1F3D07D6,5fea7406-5406-4f21-9a5e-7baafcc1b341,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,0,null,0,5908,59.5
J-F63B991A,884201ab-7ec4-45ec-9875-b732e74fa133,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,6217,124.3
J-800AC05E,9323940d-0844-4787-ac0f-4193a27b5fd8,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5284,148.8
J-62AE3B1E,41cea01e-419d-4877-864a-9d1c8ff5f93e,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,4832,158.2
J-63601789,5294df49-f1ce-4030-9c88-d86fd2484f5d,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,16423,164.8
J-64907A63,517b0529-bbdb-411e-9bf4-c22c05e4cb46,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,937,9733,153.7
J-C84AEFC0,a83ff844-069e-43f7-a3de-e8bdf1a39e7f,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_TIMBER_FRAME,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5783,81.4
J-1F29E5F7,929e390d-51f1-4128-900e-2aba3561ac2c,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,0,15539,162.2
J-123840AE,49b4df90-e1e8-442b-8d29-36d5df468373,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,6380,106.3
J-2A1969CE,8be462cd-6d65-4e77-9016-69a552909adc,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,0,null,0,10241,85.1
J-CB0E87B6,232b591c-4db4-4306-86e8-f4046c1ebd7f,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_50,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,0,9820,110.0
J-7DAB81C6,8513aa25-870f-4095-9c6a-248ed1138c59,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,0,7318,99.3
J-01792434,a9bf4b31-4d2c-4fac-9a43-f4bda20348a4,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5785,100.9
J-40334293,fabab99c-f7dd-402c-b23c-513a49b65d03,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,0,9085,73.2
J-DA6C5419,db5deba3-4b98-43bb-a62c-7c53f3fbbbda,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_2000_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_50,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,4728,83.5
J-8A10EE32,ec7638b0-8028-4fd5-9f59-27bcd9f1ee2c,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,9354,89.7
J-9EA589D5,346a4b1b-ee0b-4abe-b7db-2326f5c3874d,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,0,10795,138.4
J-067BCEA3,605de6a3-6101-41f8-8881-51b3b50f4cb4,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5022,72.0
J-22CCF49F,fd284297-d095-4b92-8b2c-7a19da1093fa,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,11396,166.3
J-673E5976,206853bf-4ccd-47a2-b668-ec14b8ac366a,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,4436,121.8
J-9B7E9686,3eaa11ba-28b5-45cb-9da5-911dbb433816,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,4713,131.8
J-499F1B09,2727ab3b-ca79-4eba-a39f-447ac52995ce,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_FLAT,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_102,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_0,0,null,0,3398,10.9
J-51A93A50,705f154e-21c8-40c5-907e-882eb9391a93,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,10217,141.6
J-272E58D7,51444565-c1aa-46bd-8428-29b8cd8f2597,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,null,5239,89.2
J-49482DA7,1d012d2a-1190-4913-bde1-8f227f1bdd1d,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5757,173.5
J-32349ECB,be1b2406-0302-49ec-9805-4cf8a0a1f960,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_200,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5602,82.5
J-3DCC2494,5ad9c4e3-2de6-4af3-829a-4d4f409d27c0,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,8104,122.4
J-26A2C4D1,bfd9a9e1-4074-4fbc-8ccf-8bc1d9dcd46d,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_100,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,3606,85.6
J-06D46F27,32929bb3-2635-4203-92e0-91a92074a5fd,HEAT_PUMP_SURVEY_PROPERTY_AGE_POST_2008,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,5699,140.1
J-4CD2FF92,7ef72124-87dc-471e-ac4f-33f004d8263a,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,7187,133.9
J-AC2C398F,c39fcf8a-a1fc-4201-b397-b7bcf75edfe9,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,null,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,786,8193,159.1
J-FDBE3E4F,a8aa3e86-fb47-4e98-bf0c-c69bc1a62d53,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE_LOW_E,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_300,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,0,9315,118.3
J-EF965412,162082b6-6172-4229-974e-354ba4c9e92d,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_LT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_50,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_OPEN_CAVITY,null,1342,6662,67.5
J-5DA6D041,02c89959-5b7f-4b58-a9c8-355fa3b7bf70,HEAT_PUMP_SURVEY_PROPERTY_AGE_PRE_1960,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_SOLID,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_SINGLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,HEAT_PUMP_SURVEY_MATERIAL_WALLS_DEPTH_228,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_TIMBER_FLOOR,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,0,null,0,21585,207.3
J-62DCA9F6,ff762037-1346-475d-9e66-dab97a7ce3d8,HEAT_PUMP_SURVEY_PROPERTY_AGE_BETWEEN_1960_2000,HEAT_PUMP_SURVEY_MATERIAL_ROOF_TYPE_PITCHED,HEAT_PUMP_SURVEY_MATERIAL_WALLS_CONSTRUCTION_TYPE_CAVITY,HEAT_PUMP_SURVEY_MATERIAL_WINDOWS_GLAZING_DOUBLE,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_INSULATION_0,WALLS_DEPTH_GT_290,HEAT_PUMP_SURVEY_PROPERTY_FLOOR_TYPE_CONCRETE_SLAB,HEAT_PUMP_SURVEY_MATERIAL_ROOF_INSULATION_THICKNESS_100,HEAT_PUMP_SURVEY_MATERIAL_WALLS_INSULATION_TYPE_INSULATED,null,1254,5241,103.1
